suite,task_id,task_description,noise_type,severity,rollout_index,episode_seed,success,episode_length
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,36,36,True,95
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,39,39,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,40,40,True,92
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,41,41,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,42,42,True,90
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,44,44,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,46,46,True,87
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,47,47,True,85
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,48,48,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,1,49,49,True,99
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,0,0,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,1,1,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,2,2,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,3,3,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,4,4,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,5,5,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,6,6,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,7,7,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,8,8,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,9,9,True,91
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,10,10,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,11,11,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,12,12,True,70
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,13,13,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,14,14,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,15,15,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,16,16,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,17,17,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,18,18,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,19,19,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,20,20,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,21,21,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,23,23,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,24,24,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,25,25,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,26,26,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,27,27,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,28,28,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,29,29,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,30,30,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,31,31,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,32,32,True,85
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,34,34,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,35,35,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,36,36,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,37,37,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,38,38,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,39,39,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,40,40,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,41,41,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,42,42,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,43,43,True,91
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,44,44,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,45,45,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,46,46,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,47,47,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,48,48,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,1,49,49,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,0,0,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,1,1,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,2,2,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,3,3,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,4,4,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,5,5,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,6,6,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,7,7,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,8,8,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,9,9,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,10,10,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,11,11,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,12,12,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,13,13,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,14,14,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,15,15,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,16,16,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,17,17,True,64
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,18,18,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,19,19,True,86
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,20,20,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,21,21,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,22,22,True,65
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,23,23,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,24,24,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,25,25,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,26,26,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,27,27,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,28,28,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,29,29,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,30,30,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,31,31,True,86
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,32,32,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,33,33,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,35,35,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,36,36,True,68
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,37,37,True,85
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,38,38,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,39,39,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,40,40,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,41,41,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,42,42,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,44,44,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,45,45,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,46,46,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,47,47,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,48,48,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,1,49,49,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,0,0,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,1,1,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,2,2,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,3,3,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,4,4,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,5,5,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,6,6,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,8,8,True,101
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,9,9,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,10,10,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,12,12,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,14,14,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,15,15,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,16,16,True,70
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,17,17,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,18,18,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,19,19,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,20,20,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,21,21,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,22,22,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,23,23,True,103
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,24,24,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,25,25,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,26,26,True,70
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,27,27,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,28,28,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,29,29,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,30,30,True,158
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,31,31,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,32,32,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,33,33,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,34,34,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,35,35,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,36,36,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,37,37,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,38,38,True,70
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,39,39,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,40,40,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,41,41,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,42,42,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,43,43,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,44,44,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,45,45,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,46,46,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,47,47,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,48,48,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,1,49,49,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,0,0,True,86
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,1,1,True,87
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,2,2,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,4,4,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,5,5,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,6,6,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,7,7,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,8,8,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,9,9,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,10,10,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,11,11,True,85
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,12,12,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,13,13,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,14,14,True,92
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,15,15,True,92
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,16,16,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,17,17,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,18,18,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,19,19,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,20,20,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,21,21,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,22,22,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,23,23,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,24,24,True,91
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,25,25,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,26,26,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,27,27,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,28,28,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,29,29,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,31,31,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,32,32,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,34,34,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,35,35,True,75
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,36,36,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,37,37,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,38,38,True,115
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,39,39,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,40,40,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,41,41,True,118
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,1,42,42,True,85
