suite,task_id,task_description,noise_type,severity,rollout_index,episode_seed,success,episode_length
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,46,46,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,5,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,12,12,True,98
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,29,29,True,109
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,37,37,True,124
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,39,39,True,90
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,41,41,True,100
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,46,46,True,89
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,5,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,46,46,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,5,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,46,46,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,5,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,13,13,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,14,14,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,17,17,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,18,18,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,31,31,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,36,36,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,41,41,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,5,42,42,False,280
