suite,task_id,task_description,noise_type,severity,rollout_index,episode_seed,success,episode_length
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,30,30,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,31,31,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,32,32,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,33,33,True,93
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,37,37,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,39,39,True,115
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,40,40,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,41,41,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,42,42,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,44,44,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,45,45,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,46,46,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,47,47,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,clean,0,49,49,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,46,46,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,motion_blur,3,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,0,0,True,68
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,1,1,True,85
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,3,3,True,61
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,5,5,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,6,6,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,8,8,True,142
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,10,10,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,12,12,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,13,13,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,15,15,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,16,16,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,17,17,True,101
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,18,18,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,19,19,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,21,21,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,22,22,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,24,24,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,25,25,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,26,26,True,149
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,27,27,True,70
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,28,28,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,29,29,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,30,30,True,69
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,31,31,True,73
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,32,32,True,74
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,38,38,True,80
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,39,39,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,40,40,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,41,41,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,43,43,True,71
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,46,46,True,120
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,47,47,True,89
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,gaussian_blur,3,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,17,17,True,92
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,42,42,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,44,44,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,45,45,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,46,46,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,48,48,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,zoom_blur,3,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,2,2,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,4,4,True,98
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,6,6,True,76
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,8,8,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,11,11,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,12,12,True,88
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,13,13,True,89
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,14,14,True,86
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,15,15,True,82
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,16,16,True,79
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,22,22,True,89
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,23,23,True,83
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,24,24,True,78
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,25,25,True,91
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,27,27,True,72
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,28,28,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,29,29,True,77
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,31,31,True,93
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,32,32,True,88
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,35,35,True,264
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,37,37,True,81
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,40,40,True,94
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,42,42,True,90
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,43,43,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,44,44,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,45,45,True,91
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,46,46,True,87
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,47,47,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,48,48,True,84
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,fog,3,49,49,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,0,0,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,1,1,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,2,2,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,3,3,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,4,4,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,5,5,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,6,6,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,7,7,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,8,8,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,9,9,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,10,10,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,11,11,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,12,12,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,13,13,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,14,14,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,15,15,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,16,16,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,17,17,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,18,18,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,19,19,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,20,20,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,21,21,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,22,22,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,23,23,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,24,24,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,25,25,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,26,26,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,27,27,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,28,28,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,29,29,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,30,30,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,31,31,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,32,32,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,33,33,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,34,34,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,35,35,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,36,36,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,37,37,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,38,38,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,39,39,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,40,40,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,41,41,False,280
spatial,0,pick up the black bowl between the plate and the ramekin and place it on the plate,glass_blur,3,42,42,False,280
